OrderID,OrderLineNo,OrderDate,ShipDate,ShipMode,OrderStatus,PaymentMethod,Quantity,Discount,LineTotal,CustomerID,CustomerName,CustomerEmail,CustomerPhone,CustomerAddress,CustomerCity,CustomerState,CustomerZip,CustomerCountry,CustomerSegment,CustomerJoinDate,ProductID,ProductName,ProductCategory,ProductSubCategory,ProductBrand,ProductUnitPrice,ProductWeightKg,SupplierName,SupplierCountry,SalesPersonID,SalesPersonName,SalesPersonEmail,SalesPersonRegion,SalesPersonRegionManager,SalesPersonHireDate,StoreID,StoreCity,StoreState,StoreRegion
ORD-1150,2,13-05-2026,17-05-2026,Same Day,Shipped,Bank Transfer,1,0.05,754.05,CUST-0005,Beth Keller,josephbrennan@example.com,383.546.5787,50983 Adrian Station,Lake Toddland,Wisconsin,83220,United States,Corporate,16-11-2020,PROD-0037,Voltura Fan 328,Appliances,Fans,Nova,793.74,16,Copeland Group,Mauritius,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-02,North Annaville,Maine,Central
ORD-1151,1,01-08-2025,13-08-2025,Second Class,Returned,PayPal,1,0.15,688.22,CUST-0089,Carl Stein,david70@example.org,001-566-470-6625,7209 Deborah Parks Suite 870,North Wendyborough,Tennessee,11998,United States,Home Office,24-12-2021,PROD-0014,Meridian Fan 578,Appliances,Fans,Nova,809.67,39.37,Guzman Inc,Malta,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-08,Andrewport,Maryland,Central
ORD-1152,3,27-04-2026,03-05-2026,First Class,Returned,PayPal,3,0.05,2856.67,CUST-0085,James Hernandez,tranrobin@example.net,+1-263-453-6541x9518,061 Cline Trail,Port Michellebury,Arizona,41224,United States,Corporate,21-03-2022,PROD-0031,Crestline Laptop 658,Electronics,Laptops,Nova,1002.34,23.34,Thompson PLC,Ghana,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-07,North Julie,Louisiana,South
ORD-1153,1,07-05-2025,17-05-2025,First Class,Returned,PayPal,8,0,9122.4,CUST-0087,Angela Davis,danafoster@example.net,001-706-723-4456,3132 Eric Expressway Suite 756,Haynesstad,New Jersey,16326,United States,Small Business,06-04-2023,PROD-0050,Falcon Monitor 783,Electronics,Monitors,Argon,1140.3,35.67,"Wolfe, Sloan and Johnson",Reunion,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-05,West Richard,South Carolina,East
ORD-1154,3,07-03-2025,19-03-2025,Same Day,Processing,Bank Transfer,4,0.15,2060.09,CUST-0029,Megan Moore,llandry@example.com,+1-664-674-3671x3695,640 Renee Summit,Stevetown,New Jersey,65608,United States,Consumer,29-09-2024,PROD-0020,Nova Accessorie 698,Electronics,Accessories,Falcon,605.91,34.12,Kelly-Combs,Tanzania,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-05,West Richard,South Carolina,East
ORD-1155,3,09-09-2024,14-09-2024,Same Day,Cancelled,PayPal,2,0.1,1855.84,CUST-0045,Brian Stein,chenbailey@example.net,(446)309-5396,88888 Peter Mountains Apt. 654,South Danielle,South Carolina,98453,United States,Consumer,30-08-2020,PROD-0036,Zenith Bookcase 491,Furniture,Bookcases,Nova,1031.02,8.98,"Wolfe, Sloan and Johnson",Reunion,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-05,West Richard,South Carolina,East
ORD-1156,2,17-04-2026,29-04-2026,First Class,Cancelled,Debit Card,2,0,719.14,CUST-0019,Tracie Nelson,umarshall@example.net,253-914-7379x965,73545 Beard Squares Suite 808,Zimmermanchester,Idaho,25543,United States,Small Business,04-01-2021,PROD-0019,Falcon Fan 258,Appliances,Fans,Voltura,359.57,38.75,Guzman Inc,Malta,SP-001,Lance Mccall,daniellegarcia@taylor-mcgee.com,North,Tanya Buchanan,30-08-2020,ST-05,West Richard,South Carolina,East
ORD-1157,1,09-11-2024,18-11-2024,Second Class,Shipped,Credit Card,5,0,1406.8,CUST-0026,Veronica Sanchez,patrickweeks@example.net,001-921-446-5840x4499,755 Gibson Islands Apt. 396,Williamview,Nebraska,31114,United States,Corporate,11-11-2024,PROD-0053,Zenith Storage 241,Office Supplies,Storage,Crestline,281.36,27.79,Thompson-Johnson,Azerbaijan,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-05,West Richard,South Carolina,East
ORD-1158,1,25-12-2024,05-01-2025,Same Day,Processing,Bank Transfer,4,0,421.28,CUST-0086,Elizabeth Dean,frichardson@example.org,001-883-620-6038x5050,83670 Jennifer Course,Smithborough,Maine,6255,United States,Home Office,10-03-2025,PROD-0058,Meridian Chair 706,Furniture,Chairs,Nova,105.32,17.2,"Yu, Banks and Thompson",Monaco,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-04,Armstrongfort,Arizona,West
ORD-1159,2,27-05-2025,28-05-2025,Same Day,Cancelled,Debit Card,9,0,5045.94,CUST-0013,Jason Bentley,christinaturner@example.net,9449369957,721 Robertson Roads,Nguyenport,Oklahoma,81668,United States,Corporate,05-04-2022,PROD-0044,Voltura Accessorie 540,Electronics,Accessories,Argon,560.66,17.74,Copeland Group,Mauritius,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-03,Natalieview,Missouri,South
ORD-1160,3,21-09-2025,23-09-2025,Standard Class,Shipped,Bank Transfer,10,0,868.8,CUST-0037,Todd Carlson,moorekaren@example.org,+1-814-376-7976x43815,978 Williams Locks Apt. 034,Ericport,Washington,28187,United States,Small Business,02-06-2024,PROD-0021,Zenith Chair 971,Furniture,Chairs,Crestline,86.88,2.81,Peterson and Sons,Uruguay,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-01,Rodriguezberg,Georgia,North
ORD-1161,2,25-05-2026,02-06-2026,Standard Class,Delivered,PayPal,3,0.15,1445.9,CUST-0023,Andrea Hall,kristin93@example.com,683-624-2102,74648 Kim Rapid Apt. 659,East Keithport,Vermont,33317,United States,Small Business,17-09-2020,PROD-0060,Meridian Fan 358,Appliances,Fans,Zenith,567.02,29.99,"Foster, Garcia and Turner",Burkina Faso,SP-001,Lance Mccall,daniellegarcia@taylor-mcgee.com,North,Tanya Buchanan,30-08-2020,ST-07,North Julie,Louisiana,South
ORD-1162,3,01-07-2025,06-07-2025,Same Day,Shipped,Store Credit,8,0.15,344.9,CUST-0073,Kimberly Little,rodriguezjohn@example.net,(529)509-6561x014,6798 Michael Burg Suite 146,Stephensstad,Vermont,11754,United States,Small Business,28-02-2021,PROD-0039,Pinecrest Paper 282,Office Supplies,Paper,Pinecrest,50.72,23.9,Thompson PLC,Ghana,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-06,Williamsmouth,Vermont,East
ORD-1163,2,20-03-2025,26-03-2025,First Class,Shipped,Credit Card,3,0.15,19.33,CUST-0060,Rachel Fox,christian91@example.org,-3638,971 Stokes Motorway,Port John,Wisconsin,17795,United States,Consumer,24-02-2023,PROD-0018,Nova Table 268,Furniture,Tables,Meridian,7.58,15.68,"Yu, Banks and Thompson",Monaco,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-02,North Annaville,Maine,Central
ORD-1164,3,06-01-2026,09-01-2026,Same Day,Cancelled,Store Credit,10,0.2,4342.64,CUST-0044,Jennifer Sanders,joe15@example.org,4519522047,010 Lewis Drive Suite 143,Port Shannon,Minnesota,39973,United States,Consumer,11-03-2021,PROD-0051,Crestline Heater 861,Appliances,Heaters,Falcon,542.83,30.1,"Yu, Banks and Thompson",Monaco,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-04,Armstrongfort,Arizona,West
ORD-1165,2,21-02-2026,24-02-2026,Second Class,Delivered,PayPal,3,0.05,3006.95,CUST-0042,Susan Davis DDS,andrew42@example.org,473-832-2141x88805,29270 Diaz Stravenue,Lake Jacqueline,West Virginia,31634,United States,Home Office,06-06-2025,PROD-0006,Nova Accessorie 214,Electronics,Accessories,Argon,1055.07,33.28,Smith-Hardin,Cook Islands,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-02,North Annaville,Maine,Central
ORD-1166,3,23-07-2025,29-07-2025,Standard Class,Processing,PayPal,5,0.1,1365.84,CUST-0050,Maria Cole,david89@example.org,001-626-380-1824x22535,84249 Wayne Extension Apt. 299,Morrowland,Florida,44753,United States,Consumer,17-10-2024,PROD-0016,Crestline Vacuum 385,Appliances,Vacuums,Falcon,303.52,36.94,Guzman Inc,Malta,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-05,West Richard,South Carolina,East
ORD-1167,2,05-11-2025,13-11-2025,First Class,Delivered,PayPal,5,0,1517.6,CUST-0089,Carl Stein,david70@example.org,001-566-470-6625,7209 Deborah Parks Suite 870,North Wendyborough,Tennessee,11998,United States,Home Office,24-12-2021,PROD-0016,Crestline Vacuum 385,Appliances,Vacuums,Falcon,303.52,36.94,Guzman Inc,Malta,SP-001,Lance Mccall,daniellegarcia@taylor-mcgee.com,North,Tanya Buchanan,30-08-2020,ST-02,North Annaville,Maine,Central
ORD-1168,2,08-12-2024,11-12-2024,First Class,Cancelled,Store Credit,8,0,2475.12,CUST-0048,Holly Reyes,jacobserika@example.com,(271)492-8565x431,681 Hampton Squares Suite 394,Johnsonland,Kansas,91462,United States,Consumer,01-03-2025,PROD-0040,Zenith Storage 494,Office Supplies,Storage,Voltura,309.39,28.38,Guzman Inc,Malta,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-04,Armstrongfort,Arizona,West
ORD-1169,1,07-11-2025,11-11-2025,Same Day,Returned,PayPal,10,0.2,520.08,CUST-0061,Elizabeth Johnson,lisa39@example.org,6658180170,65676 Miller Shore,Elliottside,New Jersey,71188,United States,Corporate,31-03-2021,PROD-0049,Crestline Monitor 923,Electronics,Monitors,Falcon,65.01,10.04,Meza-Elliott,Mongolia,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-04,Armstrongfort,Arizona,West
ORD-1170,1,04-08-2024,05-08-2024,Second Class,Shipped,PayPal,9,0.1,2089.23,CUST-0010,Carlos Whitney,joycearnold@example.com,-9271,45053 Elizabeth Knoll,Calderonton,Alabama,73886,United States,Consumer,01-01-2025,PROD-0059,Pinecrest Vacuum 488,Appliances,Vacuums,Argon,257.93,13.14,Kelly-Combs,Tanzania,SP-010,Dennis Hood,hernandezheather@miller.net,Central,Zachary Sanford,25-01-2021,ST-02,North Annaville,Maine,Central
ORD-1171,1,16-02-2025,28-02-2025,Same Day,Delivered,Bank Transfer,10,0.05,9462.67,CUST-0067,Jennifer Smith,amanda40@example.net,001-762-611-8233x984,56793 Kevin Views Apt. 016,Hopkinstown,Alabama,50211,United States,Corporate,20-06-2022,PROD-0029,Nova Label 194,Office Supplies,Labels,Meridian,996.07,1.86,Copeland Group,Mauritius,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-04,Armstrongfort,Arizona,West
ORD-1172,2,08-02-2026,18-02-2026,First Class,Delivered,Bank Transfer,1,0.1,384.88,CUST-0017,Gabriel Juarez,aramirez@example.com,270-580-5310,92327 Anne Forge,North Jorge,Massachusetts,61453,United States,Small Business,30-01-2024,PROD-0033,Voltura Accessorie 782,Electronics,Accessories,Zenith,427.65,22.44,Meza-Elliott,Mongolia,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-08,Andrewport,Maryland,Central
ORD-1173,2,02-12-2024,12-12-2024,First Class,Delivered,Store Credit,2,0,562.72,CUST-0033,Daniel Fowler,williamsmatthew@example.org,001-431-283-9335,28421 David Knolls Apt. 950,Jamesville,New Jersey,23339,United States,Home Office,28-11-2021,PROD-0053,Zenith Storage 241,Office Supplies,Storage,Crestline,281.36,27.79,Thompson-Johnson,Azerbaijan,SP-001,Lance Mccall,daniellegarcia@taylor-mcgee.com,North,Tanya Buchanan,30-08-2020,ST-04,Armstrongfort,Arizona,West
ORD-1174,1,10-02-2026,11-02-2026,Second Class,Cancelled,PayPal,5,0.05,2693.34,CUST-0008,Andrea Jones,richarddavid@example.net,799.609.1699,534 Anderson Rue,North Susan,Colorado,39822,United States,Consumer,13-11-2022,PROD-0060,Meridian Fan 358,Appliances,Fans,Zenith,567.02,29.99,"Foster, Garcia and Turner",Burkina Faso,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-08,Andrewport,Maryland,Central
ORD-1175,3,24-07-2025,31-07-2025,Second Class,Processing,Credit Card,2,0.15,1693.32,CUST-0049,Steven Wallace,cochrantammy@example.com,+1-451-588-4422x58313,58957 Cheryl Corners Apt. 467,Gonzalezberg,California,69404,United States,Corporate,21-08-2022,PROD-0029,Nova Label 194,Office Supplies,Labels,Meridian,996.07,1.86,Copeland Group,Mauritius,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-07,North Julie,Louisiana,South
ORD-1176,1,10-02-2026,22-02-2026,Standard Class,Processing,Bank Transfer,4,0.2,3083.74,CUST-0023,Andrea Hall,kristin93@example.com,683-624-2102,74648 Kim Rapid Apt. 659,East Keithport,Vermont,33317,United States,Small Business,17-09-2020,PROD-0035,Argon Kitchen 901,Appliances,Kitchen,Meridian,963.67,34.58,"Wolfe, Sloan and Johnson",Reunion,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-03,Natalieview,Missouri,South
ORD-1177,1,04-10-2024,13-10-2024,Second Class,Cancelled,PayPal,7,0.2,3075.63,CUST-0087,Angela Davis,danafoster@example.net,001-706-723-4456,3132 Eric Expressway Suite 756,Haynesstad,New Jersey,16326,United States,Small Business,06-04-2023,PROD-0047,Falcon Laptop 725,Electronics,Laptops,Zenith,549.22,35.46,Meza-Elliott,Mongolia,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-07,North Julie,Louisiana,South
ORD-1178,1,24-10-2025,25-10-2025,Second Class,Shipped,Credit Card,7,0.1,47.75,CUST-0020,Michael West,davisjeffrey@example.net,749.757.8856,4431 Leslie Summit Apt. 337,Freemanbury,Vermont,36742,United States,Home Office,16-03-2024,PROD-0018,Nova Table 268,Furniture,Tables,Meridian,7.58,15.68,"Yu, Banks and Thompson",Monaco,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-02,North Annaville,Maine,Central
ORD-1179,3,07-11-2025,17-11-2025,Standard Class,Cancelled,Bank Transfer,1,0,50.72,CUST-0013,Jason Bentley,christinaturner@example.net,9449369957,721 Robertson Roads,Nguyenport,Oklahoma,81668,United States,Corporate,05-04-2022,PROD-0039,Pinecrest Paper 282,Office Supplies,Paper,Pinecrest,50.72,23.9,Thompson PLC,Ghana,SP-001,Lance Mccall,daniellegarcia@taylor-mcgee.com,North,Tanya Buchanan,30-08-2020,ST-08,Andrewport,Maryland,Central
ORD-1180,1,22-05-2025,25-05-2025,First Class,Returned,Store Credit,9,0,8673.03,CUST-0030,Colleen Lee,erica21@example.net,+1-504-470-9521x4562,842 Sloan Orchard Suite 517,Kimberlybury,Rhode Island,10370,United States,Consumer,15-04-2021,PROD-0035,Argon Kitchen 901,Appliances,Kitchen,Meridian,963.67,34.58,"Wolfe, Sloan and Johnson",Reunion,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-01,Rodriguezberg,Georgia,North
ORD-1181,3,07-07-2026,12-07-2026,Second Class,Cancelled,PayPal,3,0.15,717.47,CUST-0087,Angela Davis,danafoster@example.net,001-706-723-4456,3132 Eric Expressway Suite 756,Haynesstad,New Jersey,16326,United States,Small Business,06-04-2023,PROD-0053,Zenith Storage 241,Office Supplies,Storage,Crestline,281.36,27.79,Thompson-Johnson,Azerbaijan,SP-006,Matthew Lawson,gmoore@harris-lee.net,North,Tanya Buchanan,30-11-2022,ST-04,Armstrongfort,Arizona,West
ORD-1182,2,08-05-2025,19-05-2025,Standard Class,Processing,Bank Transfer,7,0.1,3853.58,CUST-0036,Dr. Gregory Hawkins,farmeraudrey@example.com,-10780,0229 Jones Streets Apt. 183,New Williamberg,Texas,49809,United States,Consumer,06-09-2022,PROD-0004,Pinecrest Kitchen 612,Appliances,Kitchen,Crestline,611.68,4.35,Yu-Brooks,Western Sahara,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-03,Natalieview,Missouri,South
ORD-1183,2,28-08-2024,04-09-2024,Second Class,Returned,Bank Transfer,3,0,260.64,CUST-0068,Jonathan Hamilton,ariel18@example.org,239.474.0148,39261 Martin Garden Suite 856,Browntown,Vermont,99540,United States,Home Office,12-04-2024,PROD-0021,Zenith Chair 971,Furniture,Chairs,Crestline,86.88,2.81,Peterson and Sons,Uruguay,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-07,North Julie,Louisiana,South
ORD-1184,2,24-12-2024,05-01-2025,Standard Class,Returned,Bank Transfer,3,0.2,1379.98,CUST-0031,Tracy Ballard,christopher60@example.com,-11121,859 Deborah Roads,Port Erica,Utah,61353,United States,Small Business,16-02-2025,PROD-0055,Nova Heater 977,Appliances,Heaters,Meridian,574.99,37.72,"Yu, Banks and Thompson",Monaco,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-05,West Richard,South Carolina,East
ORD-1185,1,30-04-2025,07-05-2025,First Class,Delivered,Bank Transfer,4,0,4124.08,CUST-0054,Andrew Reeves,jstone@example.net,925.695.2694x95888,55169 Robles Stream Apt. 974,New William,North Carolina,86430,United States,Home Office,30-06-2024,PROD-0036,Zenith Bookcase 491,Furniture,Bookcases,Nova,1031.02,8.98,"Wolfe, Sloan and Johnson",Reunion,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-03,Natalieview,Missouri,South
ORD-1186,3,11-08-2024,12-08-2024,Standard Class,Delivered,Debit Card,5,0.05,5011.58,CUST-0048,Holly Reyes,jacobserika@example.com,(271)492-8565x431,681 Hampton Squares Suite 394,Johnsonland,Kansas,91462,United States,Consumer,01-03-2025,PROD-0006,Nova Accessorie 214,Electronics,Accessories,Argon,1055.07,33.28,Smith-Hardin,Cook Islands,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-04,Armstrongfort,Arizona,West
ORD-1187,2,24-03-2025,01-04-2025,First Class,Delivered,Debit Card,4,0.2,1757.5,CUST-0076,James Lopez,angelaburns@example.org,(557)890-5072,7677 Christopher Burgs Apt. 404,New Paul,Rhode Island,29971,United States,Corporate,09-04-2023,PROD-0047,Falcon Laptop 725,Electronics,Laptops,Zenith,549.22,35.46,Meza-Elliott,Mongolia,SP-011,Crystal Brown,acardenas@mcdaniel.com,South,Kevin Thompson,10-06-2021,ST-04,Armstrongfort,Arizona,West
ORD-1188,1,02-04-2026,06-04-2026,Same Day,Shipped,Store Credit,10,0.15,6706.41,CUST-0025,Joseph Dean,wgarrett@example.org,548.424.7710,086 Jeffrey Ville Apt. 712,Lake Mollymouth,Nebraska,65824,United States,Home Office,31-03-2025,PROD-0048,Meridian Table 349,Furniture,Tables,Crestline,788.99,0.32,Smith-Hardin,Cook Islands,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-08,Andrewport,Maryland,Central
ORD-1189,2,18-12-2024,26-12-2024,First Class,Processing,PayPal,9,0.15,8723.29,CUST-0042,Susan Davis DDS,andrew42@example.org,473-832-2141x88805,29270 Diaz Stravenue,Lake Jacqueline,West Virginia,31634,United States,Home Office,06-06-2025,PROD-0050,Falcon Monitor 783,Electronics,Monitors,Argon,1140.3,35.67,"Wolfe, Sloan and Johnson",Reunion,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-07,North Julie,Louisiana,South
ORD-1190,2,08-12-2025,10-12-2025,Second Class,Processing,PayPal,8,0.2,5570.56,CUST-0066,Phillip Burns,umurray@example.com,(328)272-8080,2312 Jeffery Motorway,South Andrea,Utah,49417,United States,Home Office,19-11-2020,PROD-0057,Argon Kitchen 784,Appliances,Kitchen,Meridian,870.4,33.64,Guzman Inc,Malta,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-08,Andrewport,Maryland,Central
ORD-1191,2,02-11-2025,14-11-2025,Same Day,Processing,Debit Card,3,0,414.9,CUST-0053,Johnny Khan,amitchell@example.org,(624)356-5060x98358,784 David Court Suite 558,East Brandy,Arkansas,48421,United States,Small Business,10-05-2024,PROD-0003,Pinecrest Laptop 887,Electronics,Laptops,Argon,138.3,17.45,Schroeder PLC,Tokelau,SP-010,Dennis Hood,hernandezheather@miller.net,Central,Zachary Sanford,25-01-2021,ST-04,Armstrongfort,Arizona,West
ORD-1192,3,29-01-2025,08-02-2025,First Class,Processing,Bank Transfer,4,0.05,2831.61,CUST-0026,Veronica Sanchez,patrickweeks@example.net,001-921-446-5840x4499,755 Gibson Islands Apt. 396,Williamview,Nebraska,31114,United States,Corporate,11-11-2024,PROD-0022,Voltura Table 692,Furniture,Tables,Nova,745.16,16.83,Thompson PLC,Ghana,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-07,North Julie,Louisiana,South
ORD-1193,1,20-12-2025,23-12-2025,Same Day,Shipped,Store Credit,6,0,4733.94,CUST-0083,Lori Mason,zhenderson@example.org,+1-788-892-4141x8328,6303 Sandy Crescent,North Sandra,Montana,59925,United States,Home Office,24-08-2023,PROD-0048,Meridian Table 349,Furniture,Tables,Crestline,788.99,0.32,Smith-Hardin,Cook Islands,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-08,Andrewport,Maryland,Central
ORD-1194,1,09-04-2025,11-04-2025,Same Day,Shipped,Debit Card,1,0.2,489.34,CUST-0083,Lori Mason,zhenderson@example.org,+1-788-892-4141x8328,6303 Sandy Crescent,North Sandra,Montana,59925,United States,Home Office,24-08-2023,PROD-0004,Pinecrest Kitchen 612,Appliances,Kitchen,Crestline,611.68,4.35,Yu-Brooks,Western Sahara,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-01,Rodriguezberg,Georgia,North
ORD-1195,2,03-11-2024,07-11-2024,Standard Class,Returned,Store Credit,9,0.05,2338,CUST-0009,Daniel Baker,nicole35@example.com,(378)449-8084,18244 Jennifer Ford Suite 874,North Stephenshire,Connecticut,7159,United States,Small Business,16-01-2021,PROD-0046,Voltura Paper 788,Office Supplies,Paper,Pinecrest,273.45,8.05,Oconnor Group,Somalia,SP-003,Amber Kim,acosta@macias-bell.biz,South,Kevin Thompson,12-03-2019,ST-01,Rodriguezberg,Georgia,North
ORD-1196,2,08-05-2025,09-05-2025,Standard Class,Delivered,Store Credit,9,0.1,5998.37,CUST-0062,Monica Walker,avilatiffany@example.com,+1-886-286-3375x24310,11907 John Cape,Davidside,Montana,53226,United States,Corporate,11-10-2022,PROD-0043,Meridian Desk 793,Furniture,Desks,Crestline,740.54,12.11,Guzman Inc,Malta,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-01,Rodriguezberg,Georgia,North
ORD-1197,1,05-10-2025,14-10-2025,Standard Class,Delivered,Store Credit,7,0.2,5396.55,CUST-0036,Dr. Gregory Hawkins,farmeraudrey@example.com,-10780,0229 Jones Streets Apt. 183,New Williamberg,Texas,49809,United States,Consumer,06-09-2022,PROD-0035,Argon Kitchen 901,Appliances,Kitchen,Meridian,963.67,34.58,"Wolfe, Sloan and Johnson",Reunion,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-01,Rodriguezberg,Georgia,North
ORD-1198,2,01-12-2024,07-12-2024,Standard Class,Processing,Bank Transfer,5,0.2,1214.08,CUST-0020,Michael West,davisjeffrey@example.net,749.757.8856,4431 Leslie Summit Apt. 337,Freemanbury,Vermont,36742,United States,Home Office,16-03-2024,PROD-0016,Crestline Vacuum 385,Appliances,Vacuums,Falcon,303.52,36.94,Guzman Inc,Malta,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-05,West Richard,South Carolina,East
ORD-1199,3,26-03-2026,31-03-2026,Standard Class,Delivered,Bank Transfer,2,0.15,1349.36,CUST-0059,Timothy Smith,wyoung@example.com,649-390-4530x17426,9332 Hernandez Summit Suite 687,South Elizabethburgh,Florida,99768,United States,Home Office,09-04-2023,PROD-0037,Voltura Fan 328,Appliances,Fans,Nova,793.74,16,Copeland Group,Mauritius,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-04,Armstrongfort,Arizona,West
ORD-1200,1,06-03-2025,07-03-2025,Standard Class,Cancelled,Bank Transfer,1,0.15,138.8,CUST-0049,Steven Wallace,cochrantammy@example.com,+1-451-588-4422x58313,58957 Cheryl Corners Apt. 467,Gonzalezberg,California,69404,United States,Corporate,21-08-2022,PROD-0025,Voltura Laptop 618,Electronics,Laptops,Pinecrest,163.29,14.03,Peterson and Sons,Uruguay,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-08,Andrewport,Maryland,Central
ORD-1201,1,01-03-2025,10-03-2025,Same Day,Processing,Credit Card,1,0,542.83,CUST-0083,Lori Mason,zhenderson@example.org,+1-788-892-4141x8328,6303 Sandy Crescent,North Sandra,Montana,59925,United States,Home Office,24-08-2023,PROD-0051,Crestline Heater 861,Appliances,Heaters,Falcon,542.83,30.1,"Yu, Banks and Thompson",Monaco,SP-006,Matthew Lawson,gmoore@harris-lee.net,North,Tanya Buchanan,30-11-2022,ST-02,North Annaville,Maine,Central
ORD-1202,1,15-01-2026,18-01-2026,Second Class,Cancelled,Credit Card,6,0,3363.96,CUST-0010,Carlos Whitney,joycearnold@example.com,-9271,45053 Elizabeth Knoll,Calderonton,Alabama,73886,United States,Consumer,01-01-2025,PROD-0044,Voltura Accessorie 540,Electronics,Accessories,Argon,560.66,17.74,Copeland Group,Mauritius,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-01,Rodriguezberg,Georgia,North
ORD-1203,3,10-10-2025,20-10-2025,First Class,Cancelled,Debit Card,7,0.15,1657.61,CUST-0039,Connie Maxwell,dixondaniel@example.net,455.423.1243,77997 Lin Road,Warrenfurt,Maryland,41937,United States,Small Business,03-05-2021,PROD-0011,Zenith Desk 824,Furniture,Desks,Nova,278.59,36.23,Kelly-Combs,Tanzania,SP-010,Dennis Hood,hernandezheather@miller.net,Central,Zachary Sanford,25-01-2021,ST-04,Armstrongfort,Arizona,West
ORD-1204,1,04-04-2025,05-04-2025,Standard Class,Processing,Store Credit,2,0.05,1043.52,CUST-0089,Carl Stein,david70@example.org,001-566-470-6625,7209 Deborah Parks Suite 870,North Wendyborough,Tennessee,11998,United States,Home Office,24-12-2021,PROD-0047,Falcon Laptop 725,Electronics,Laptops,Zenith,549.22,35.46,Meza-Elliott,Mongolia,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-06,Williamsmouth,Vermont,East
